name,category,filename,description,prompt_midjourney,prompt_dalle
Maintenance Room,other,maintenance-room.jpg,"This is what appears to have been the maintenance room for Flood Control Dam #3. Apparently, this room has been ransacked recently, for most of the valuable equipment is gone. On the wall in front of you is a group of buttons colored blue, yellow, brown, and red. There are doorways to the west and south.","This is what appears to have been the maintenance room for Flood Control Dam #3. Apparently, this room has been ransacked recently, for most of the valuable equipment is gone. On the wall in front of you is a group of buttons colored blue, yellow, brown, and red. There are doorways to the west and south., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is what appears to have been the maintenance room for Flood Control Dam #3. Apparently, this room has been ransacked recently, for most of the valuable equipment is gone. On the wall in front of you is a group of buttons colored blue, yellow, brown, and red. There are doorways to the west and south., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Dam Base,water,dam-base.jpg,"You are at the base of Flood Control Dam #3, which looms above you and to the north. The river Frigid is flowing by here. Along the river are the White Cliffs which seem to form giant walls stretching from north to south along the shores of the river as it winds its way downstream.","You are at the base of Flood Control Dam #3, which looms above you and to the north. The river Frigid is flowing by here. Along the river are the White Cliffs which seem to form giant walls stretching from north to south along the shores of the river as it winds its way downstream., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are at the base of Flood Control Dam #3, which looms above you and to the north. The river Frigid is flowing by here. Along the river are the White Cliffs which seem to form giant walls stretching from north to south along the shores of the river as it winds its way downstream., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Frigid River,water,frigid-river.jpg,You are on the Frigid River in the vicinity of the Dam. The river flows quietly here. There is a landing on the west shore.,"You are on the Frigid River in the vicinity of the Dam. The river flows quietly here. There is a landing on the west shore., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on the Frigid River in the vicinity of the Dam. The river flows quietly here. There is a landing on the west shore., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Frigid River,water,frigid-river.jpg,The river turns a corner here making it impossible to see the Dam. The White Cliffs loom on the east bank and large rocks prevent landing on the west.,"The river turns a corner here making it impossible to see the Dam. The White Cliffs loom on the east bank and large rocks prevent landing on the west., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","The river turns a corner here making it impossible to see the Dam. The White Cliffs loom on the east bank and large rocks prevent landing on the west., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Frigid River,water,frigid-river.jpg,The river descends here into a valley. There is a narrow beach on the west shore below the cliffs. In the distance a faint rumbling can be heard.,"The river descends here into a valley. There is a narrow beach on the west shore below the cliffs. In the distance a faint rumbling can be heard., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","The river descends here into a valley. There is a narrow beach on the west shore below the cliffs. In the distance a faint rumbling can be heard., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
White Cliffs Beach,other,white-cliffs-beach.jpg,You are on a narrow strip of beach which runs along the base of the White Cliffs. There is a narrow path heading south along the Cliffs and a tight passage leading west into the cliffs themselves.,"You are on a narrow strip of beach which runs along the base of the White Cliffs. There is a narrow path heading south along the Cliffs and a tight passage leading west into the cliffs themselves., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on a narrow strip of beach which runs along the base of the White Cliffs. There is a narrow path heading south along the Cliffs and a tight passage leading west into the cliffs themselves., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
White Cliffs Beach,other,white-cliffs-beach.jpg,"You are on a rocky, narrow strip of beach beside the Cliffs. A narrow path leads north along the shore.","You are on a rocky, narrow strip of beach beside the Cliffs. A narrow path leads north along the shore., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on a rocky, narrow strip of beach beside the Cliffs. A narrow path leads north along the shore., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Frigid River,water,frigid-river.jpg,The river is running faster here and the sound ahead appears to be that of rushing water. On the east shore is a sandy beach. A small area of beach can also be seen below the cliffs on the west shore.,"The river is running faster here and the sound ahead appears to be that of rushing water. On the east shore is a sandy beach. A small area of beach can also be seen below the cliffs on the west shore., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","The river is running faster here and the sound ahead appears to be that of rushing water. On the east shore is a sandy beach. A small area of beach can also be seen below the cliffs on the west shore., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Frigid River,water,frigid-river.jpg,The sound of rushing water is nearly unbearable here. On the east shore is a large landing area.,"The sound of rushing water is nearly unbearable here. On the east shore is a large landing area., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","The sound of rushing water is nearly unbearable here. On the east shore is a large landing area., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Shore,other,shore.jpg,"You are on the east shore of the river. The water here seems somewhat treacherous. A path travels from north to south here, the south end quickly turning around a sharp corner.","You are on the east shore of the river. The water here seems somewhat treacherous. A path travels from north to south here, the south end quickly turning around a sharp corner., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on the east shore of the river. The water here seems somewhat treacherous. A path travels from north to south here, the south end quickly turning around a sharp corner., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Sandy Beach,other,sandy-beach.jpg,"You are on a large sandy beach on the east shore of the river, which is flowing quickly by. A path runs beside the river to the south here, and a passage is partially buried in sand to the northeast.","You are on a large sandy beach on the east shore of the river, which is flowing quickly by. A path runs beside the river to the south here, and a passage is partially buried in sand to the northeast., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on a large sandy beach on the east shore of the river, which is flowing quickly by. A path runs beside the river to the south here, and a passage is partially buried in sand to the northeast., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Sandy Cave,dungeon,sandy-cave.jpg,This is a sand-filled cave whose exit is to the southwest.,"This is a sand-filled cave whose exit is to the southwest., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a sand-filled cave whose exit is to the southwest., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Aragain Falls,other,aragain-falls.jpg,A mysterious location known as Aragain Falls,"A mysterious location known as Aragain Falls, retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","A mysterious location known as Aragain Falls, retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
On the Rainbow,other,on-the-rainbow.jpg,"You are on top of a rainbow (I bet you never thought you would walk on a rainbow), with a magnificent view of the Falls. The rainbow travels east-west here.","You are on top of a rainbow (I bet you never thought you would walk on a rainbow), with a magnificent view of the Falls. The rainbow travels east-west here., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on top of a rainbow (I bet you never thought you would walk on a rainbow), with a magnificent view of the Falls. The rainbow travels east-west here., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
End of Rainbow,other,end-of-rainbow.jpg,"You are on a small, rocky beach on the continuation of the Frigid River past the Falls. The beach is narrow due to the presence of the White Cliffs. The river canyon opens here and sunlight shines in from above. A rainbow crosses over the falls to the east and a narrow path continues to the southwest.","You are on a small, rocky beach on the continuation of the Frigid River past the Falls. The beach is narrow due to the presence of the White Cliffs. The river canyon opens here and sunlight shines in from above. A rainbow crosses over the falls to the east and a narrow path continues to the southwest., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on a small, rocky beach on the continuation of the Frigid River past the Falls. The beach is narrow due to the presence of the White Cliffs. The river canyon opens here and sunlight shines in from above. A rainbow crosses over the falls to the east and a narrow path continues to the southwest., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Canyon Bottom,other,canyon-bottom.jpg,You are beneath the walls of the river canyon which may be climbable here. The lesser part of the runoff of Aragain Falls flows by below. To the north is a narrow path.,"You are beneath the walls of the river canyon which may be climbable here. The lesser part of the runoff of Aragain Falls flows by below. To the north is a narrow path., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are beneath the walls of the river canyon which may be climbable here. The lesser part of the runoff of Aragain Falls flows by below. To the north is a narrow path., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Rocky Ledge,other,rocky-ledge.jpg,"You are on a ledge about halfway up the wall of the river canyon. You can see from here that the main flow from Aragain Falls twists along a passage which it is impossible for you to enter. Below you is the canyon bottom. Above you is more cliff, which appears climbable.","You are on a ledge about halfway up the wall of the river canyon. You can see from here that the main flow from Aragain Falls twists along a passage which it is impossible for you to enter. Below you is the canyon bottom. Above you is more cliff, which appears climbable., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are on a ledge about halfway up the wall of the river canyon. You can see from here that the main flow from Aragain Falls twists along a passage which it is impossible for you to enter. Below you is the canyon bottom. Above you is more cliff, which appears climbable., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Canyon View,dungeon,canyon-view.jpg,"You are at the top of the Great Canyon on its west wall. From here there is a marvelous view of the canyon and parts of the Frigid River upstream. Across the canyon, the walls of the White Cliffs join the mighty ramparts of the Flathead Mountains to the east. Following the Canyon upstream to the north, Aragain Falls may be seen, complete with rainbow. The mighty Frigid River flows out from a great dark cavern. To the west and south can be seen an immense forest, stretching for miles around. A path leads northwest. It is possible to climb down into the canyon from here.","You are at the top of the Great Canyon on its west wall. From here there is a marvelous view of the canyon and parts of the Frigid River upstream. Across the canyon, the walls of the White Cliffs join the mighty ramparts of the Flathead Mountains to the east. Following the Canyon upstream to the north, Aragain Falls may be seen, complete with rainbow. The mighty Frigid River flows out from a great dark cavern. To the west and south can be seen an immense forest, stretching for miles around. A path leads northwest. It is possible to climb down into the canyon from here., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are at the top of the Great Canyon on its west wall. From here there is a marvelous view of the canyon and parts of the Frigid River upstream. Across the canyon, the walls of the White Cliffs join the mighty ramparts of the Flathead Mountains to the east. Following the Canyon upstream to the north, Aragain Falls may be seen, complete with rainbow. The mighty Frigid River flows out from a great dark cavern. To the west and south can be seen an immense forest, stretching for miles around. A path leads northwest. It is possible to climb down into the canyon from here., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Mine Entrance,other,mine-entrance.jpg,"You are standing at the entrance of what might have been a coal mine. The shaft enters the west wall, and there is another exit on the south end of the room.","You are standing at the entrance of what might have been a coal mine. The shaft enters the west wall, and there is another exit on the south end of the room., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are standing at the entrance of what might have been a coal mine. The shaft enters the west wall, and there is another exit on the south end of the room., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Squeaky Room,other,squeaky-room.jpg,You are in a small room. Strange squeaky sounds may be heard coming from the passage at the north end. You may also escape to the east.,"You are in a small room. Strange squeaky sounds may be heard coming from the passage at the north end. You may also escape to the east., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You are in a small room. Strange squeaky sounds may be heard coming from the passage at the north end. You may also escape to the east., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Bat Room,other,bat-room.jpg,A mysterious location known as Bat Room,"A mysterious location known as Bat Room, retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","A mysterious location known as Bat Room, retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Shaft Room,other,shaft-room.jpg,"This is a large room, in the middle of which is a small shaft descending through the floor into darkness below. To the west and the north are exits from this room. Constructed over the top of the shaft is a metal framework to which a heavy iron chain is attached.","This is a large room, in the middle of which is a small shaft descending through the floor into darkness below. To the west and the north are exits from this room. Constructed over the top of the shaft is a metal framework to which a heavy iron chain is attached., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a large room, in the middle of which is a small shaft descending through the floor into darkness below. To the west and the north are exits from this room. Constructed over the top of the shaft is a metal framework to which a heavy iron chain is attached., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Smelly Room,other,smelly-room.jpg,"This is a small nondescript room. However, from the direction of a small descending staircase a foul odor can be detected. To the south is a narrow tunnel.","This is a small nondescript room. However, from the direction of a small descending staircase a foul odor can be detected. To the south is a narrow tunnel., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a small nondescript room. However, from the direction of a small descending staircase a foul odor can be detected. To the south is a narrow tunnel., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Gas Room,other,gas-room.jpg,This is a small room which smells strongly of coal gas. There is a short climb up some stairs and a narrow tunnel leading east.,"This is a small room which smells strongly of coal gas. There is a short climb up some stairs and a narrow tunnel leading east., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a small room which smells strongly of coal gas. There is a short climb up some stairs and a narrow tunnel leading east., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Ladder Top,other,ladder-top.jpg,"This is a very small room. In the corner is a rickety wooden ladder, leading downward. It might be safe to descend. There is also a staircase leading upward.","This is a very small room. In the corner is a rickety wooden ladder, leading downward. It might be safe to descend. There is also a staircase leading upward., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a very small room. In the corner is a rickety wooden ladder, leading downward. It might be safe to descend. There is also a staircase leading upward., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Ladder Bottom,other,ladder-bottom.jpg,This is a rather wide room. On one side is the bottom of a narrow wooden ladder. To the west and the south are passages leaving the room.,"This is a rather wide room. On one side is the bottom of a narrow wooden ladder. To the west and the south are passages leaving the room., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a rather wide room. On one side is the bottom of a narrow wooden ladder. To the west and the south are passages leaving the room., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Dead End,other,dead-end.jpg,You have come to a dead end in the mine.,"You have come to a dead end in the mine., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","You have come to a dead end in the mine., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Timber Room,other,timber-room.jpg,"This is a long and narrow passage, which is cluttered with broken timbers. A wide passage comes from the east and turns at the west end of the room into a very narrow passageway. From the west comes a strong draft.","This is a long and narrow passage, which is cluttered with broken timbers. A wide passage comes from the east and turns at the west end of the room into a very narrow passageway. From the west comes a strong draft., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a long and narrow passage, which is cluttered with broken timbers. A wide passage comes from the east and turns at the west end of the room into a very narrow passageway. From the west comes a strong draft., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Drafty Room,other,drafty-room.jpg,This is a small drafty room in which is the bottom of a long shaft. To the south is a passageway and to the east a very narrow passage. In the shaft can be seen a heavy iron chain.,"This is a small drafty room in which is the bottom of a long shaft. To the south is a passageway and to the east a very narrow passage. In the shaft can be seen a heavy iron chain., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a small drafty room in which is the bottom of a long shaft. To the south is a passageway and to the east a very narrow passage. In the shaft can be seen a heavy iron chain., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Machine Room,other,machine-room.jpg,A mysterious location known as Machine Room,"A mysterious location known as Machine Room, retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","A mysterious location known as Machine Room, retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
Coal Mine,other,coal-mine.jpg,This is a nondescript part of a coal mine.,"This is a nondescript part of a coal mine., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition --ar 4:3 --s 400","This is a nondescript part of a coal mine., retro 1980s fantasy RPG illustration, hand-painted style, reminiscent of classic Dungeons & Dragons adventure module artwork, rich colors, atmospheric lighting, fantastical and mysterious mood, vintage tabletop game aesthetic, painted by artists like Larry Elmore or Keith Parkinson, slight paper texture, adventurous composition"
